miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-6827-3p,371,6.017945629,23520,6.389080453,0.068884771,0.06246924,1
hsa-miR-6828-3p,683,6.486529958,23208,6.38027965,0.033310571,0.453228007,1
hsa-miR-6828-5p,956,6.329392423,22935,6.385564898,0.018003946,0.927344721,1
hsa-miR-6829-3p,2332,6.105603598,21559,6.41335695,0.022815506,0.223330164,1
hsa-miR-6829-5p,2140,5.706344369,21751,6.449921987,0.044640723,0.000848513,1
hsa-miR-6830-3p,347,5.493546247,23544,6.396430918,0.091789265,0.006288303,1
hsa-miR-6830-5p,1324,5.744833556,22567,6.420776818,0.041231167,0.028467071,1
hsa-miR-6831-3p,37,6.735511548,23854,6.382770863,0.118535279,0.676955089,1
hsa-miR-6831-5p,1155,6.029763746,22736,6.401277839,0.033462884,0.170489934,1
hsa-miR-6832-3p,355,6.210079933,23536,6.385930137,0.046889033,0.42544907,1
hsa-miR-6832-5p,589,6.057262687,23302,6.391558766,0.043244465,0.232913376,1
hsa-miR-6833-3p,890,6.166209687,23001,6.391717902,0.025435924,0.636333888,1
hsa-miR-6833-5p,1043,6.10077526,22848,6.396215051,0.028633056,0.386812433,1
hsa-miR-6834-3p,353,5.571097222,23538,6.395498036,0.072905677,0.049589299,1
hsa-miR-6834-5p,1505,6.047172031,22386,6.405916027,0.026624198,0.270244954,1
hsa-miR-6835-3p,296,6.737228346,23595,6.378877325,0.039877465,0.741256882,1
hsa-miR-6835-5p,848,5.86827639,23043,6.402271046,0.050986302,0.028459036,1
hsa-miR-6836-3p,1848,5.882578443,22043,6.425297152,0.041563734,0.00552779,1
hsa-miR-6836-5p,2874,6.000832273,21017,6.435620599,0.028604673,0.031928595,1
hsa-miR-6837-3p,767,5.896919247,23124,6.399450485,0.042441104,0.13785035,1
hsa-miR-6838-3p,464,5.701999932,23427,6.396811462,0.074277506,0.013202755,1
hsa-miR-6838-5p,1606,6.052227545,22285,6.407177592,0.030043468,0.133794946,1
hsa-miR-6839-3p,267,5.661318034,23624,6.391477234,0.076535352,0.090719855,1
hsa-miR-6839-5p,227,5.679147801,23664,6.390071988,0.091775868,0.045298249,1
hsa-miR-6840-3p,4000,5.98749633,19891,6.462915126,0.033898648,0.000948479,1
hsa-miR-6840-5p,718,5.676865354,23173,6.405206091,0.066594287,0.004153372,1
hsa-miR-6841-3p,303,5.252058082,23588,6.397848757,0.101301299,0.004310391,1
hsa-miR-6841-5p,263,6.071174252,23628,6.386791572,0.066242217,0.203801062,1
hsa-miR-6842-3p,2186,5.918011038,21705,6.430180049,0.034348463,0.018443425,1
hsa-miR-6843-3p,1382,6.316983701,22509,6.387389871,0.020286209,0.657499849,1
hsa-miR-6844,26,4.719101162,23865,6.385130251,0.190434979,0.302988678,1
hsa-miR-6845-3p,1797,6.049950401,22094,6.410431303,0.038282325,0.015331974,1
hsa-miR-6845-5p,1953,6.117605033,21938,6.406971805,0.034661057,0.026893367,1
hsa-miR-6846-3p,853,5.734691133,23038,6.407333039,0.062972466,0.00293659,1
hsa-miR-6846-5p,2332,5.896508265,21559,6.435974433,0.036505212,0.007331629,1
hsa-miR-6847-3p,997,6.28788572,22894,6.387473051,0.027053818,0.486490547,1
hsa-miR-6847-5p,2267,5.946744503,21624,6.429086214,0.028867515,0.065434989,1
hsa-miR-6848-3p,733,5.925913963,23158,6.397794937,0.039575397,0.215728521,1
hsa-miR-6848-5p,2512,5.844176261,21379,6.446665387,0.040877645,0.001092618,1
hsa-miR-6849-3p,3258,6.10184006,20633,6.427763057,0.024487762,0.068468849,1
hsa-miR-6849-5p,616,5.987510805,23275,6.393792628,0.045292452,0.170394175,1
hsa-miR-6850-3p,351,6.292973287,23540,6.384664251,0.033944162,0.820397878,1
hsa-miR-6850-5p,236,6.113885707,23655,6.386005202,0.038560128,0.877950204,1
hsa-miR-6851-3p,725,5.770834473,23166,6.402485327,0.065370117,0.004917096,1
hsa-miR-6851-5p,3385,6.130432149,20506,6.425061799,0.023202807,0.087572001,1
hsa-miR-6852-3p,527,5.67797903,23364,6.399226808,0.042470909,0.310419329,1
hsa-miR-6853-3p,134,6.10732561,23757,6.384873867,0.0616786,0.69121684,1
hsa-miR-6853-5p,544,6.106906654,23347,6.389757693,0.022625718,0.948367194,1
hsa-miR-6854-3p,93,5.665540687,23798,6.386122145,0.077800881,0.629149135,1
hsa-miR-6854-5p,1249,6.079689978,22642,6.400066129,0.026546279,0.374602642,1
hsa-miR-6855-3p,260,6.575338317,23631,6.38120444,0.039076767,0.827145924,1
hsa-miR-6855-5p,1674,6.085294447,22217,6.40577248,0.023800297,0.341133709,1
hsa-miR-6856-3p,1579,6.138999616,22312,6.400607283,0.02205046,0.470253749,1
hsa-miR-6856-5p,2984,5.956008457,20907,6.444305775,0.036025253,0.002277145,1
hsa-miR-6857-3p,326,6.342239564,23565,6.383885423,0.032855735,0.878296683,1
hsa-miR-6857-5p,1568,5.627787184,22323,6.436386676,0.051789754,0.000772315,1
hsa-miR-6858-3p,1405,6.128106838,22486,6.399263541,0.03044751,0.172164055,1
hsa-miR-6858-5p,2658,6.019485188,21233,6.428862547,0.034983947,0.006163321,1
hsa-miR-6859-3p,1236,5.873122835,22655,6.411152075,0.052217161,0.003351387,1
hsa-miR-6859-5p,1893,5.907303556,21998,6.424279682,0.043243306,0.002950895,1
hsa-miR-6860,4034,6.037421142,19857,6.453586805,0.026127541,0.020558094,1
hsa-miR-6861-3p,464,5.172277356,23427,6.407303256,0.081177885,0.00497434,1
hsa-miR-6861-5p,1535,5.694939382,22356,6.43058231,0.047957948,0.00270114,1
hsa-miR-6862-3p,2010,6.007490841,21881,6.417840752,0.024270153,0.228305571,1
hsa-miR-6862-5p,1219,5.916904738,22672,6.408394637,0.038426694,0.065665453,1
hsa-miR-6863,392,5.751868863,23499,6.393850695,0.04487805,0.419177181,1
hsa-miR-6864-3p,434,6.936229611,23457,6.373087199,0.096443458,0.000721807,1
hsa-miR-6864-5p,626,5.936789006,23265,6.395332051,0.059446206,0.026908635,1
hsa-miR-6865-3p,1385,5.946794118,22506,6.410180406,0.02881186,0.228893419,1
hsa-miR-6865-5p,1974,5.905444266,21917,6.426357763,0.03436126,0.027789536,1
hsa-miR-6866-3p,349,5.926513607,23542,6.390089068,0.033783917,0.827360239,1
hsa-miR-6866-5p,374,6.400431111,23517,6.383044982,0.025448083,0.97095267,1
hsa-miR-6867-3p,1440,5.85050716,22451,6.417491416,0.047000226,0.005065139,1
hsa-miR-6867-5p,1335,5.904641475,22556,6.411648063,0.051280973,0.002642826,1
hsa-miR-6868-3p,811,5.722154474,23080,6.406549515,0.060543128,0.006406614,1
hsa-miR-6868-5p,1381,5.914407068,22510,6.412085025,0.047106009,0.006211246,1
hsa-miR-6869-3p,209,5.334158711,23682,6.392576257,0.109544568,0.013856817,1
hsa-miR-6869-5p,849,6.042261089,23042,6.395883622,0.035840119,0.243590325,1
hsa-miR-6870-3p,713,5.840014914,23178,6.400030177,0.046239682,0.103835974,1
hsa-miR-6870-5p,2869,6.023039702,21022,6.432486404,0.031371606,0.013899429,1
hsa-miR-6871-3p,1552,6.15436482,22339,6.399223595,0.019122687,0.663472532,1
hsa-miR-6871-5p,1623,5.897742716,22268,6.418708176,0.032142612,0.087798342,1
hsa-miR-6872-3p,1407,5.979530555,22484,6.408585242,0.027673631,0.262563367,1
hsa-miR-6872-5p,68,6.71976178,23823,6.38235681,0.105595556,0.436156155,1
hsa-miR-6873-3p,1207,5.67741864,22684,6.420877525,0.048731303,0.008652936,1
hsa-miR-6873-5p,2088,5.856054099,21803,6.433811362,0.039967654,0.004540838,1
hsa-miR-6874-3p,536,6.190278687,23355,6.387747408,0.03272015,0.628883739,1
hsa-miR-6874-5p,1163,6.158063666,22728,6.394843455,0.04427416,0.026138842,1
hsa-miR-6875-3p,934,5.950912308,22957,6.400909439,0.040356848,0.107481722,1
hsa-miR-6875-5p,1359,5.806945724,22532,6.418080545,0.036457543,0.066269416,1
hsa-miR-6876-3p,680,6.473658477,23211,6.380670472,0.039562124,0.252357193,1
hsa-miR-6876-5p,2482,6.06730738,21409,6.419952971,0.027589875,0.067681593,1
hsa-miR-6877-3p,1629,6.183828073,22262,6.39791457,0.030194488,0.125567672,1
hsa-miR-6877-5p,510,5.930548147,23381,6.393193214,0.039511385,0.417031845,1
hsa-miR-6878-3p,1620,6.104555554,22271,6.403594364,0.029412357,0.146596628,1
hsa-miR-6878-5p,1289,6.00715778,22602,6.404769653,0.026305333,0.367571763,1
hsa-miR-6879-3p,886,6.138222556,23005,6.39275657,0.033047434,0.309119672,1
hsa-miR-6880-3p,273,5.240531483,23618,6.396526589,0.07020938,0.139754403,1
hsa-miR-6880-5p,2896,5.951187824,20995,6.442924036,0.037073349,0.001831547,1
hsa-miR-6881-3p,665,5.754624939,23226,6.401317683,0.056887245,0.030465996,1
hsa-miR-6881-5p,799,6.200470287,23092,6.389643787,0.035323634,0.290227825,1
hsa-miR-6882-3p,1902,5.842303546,21989,6.430113636,0.037123714,0.016050035,1
hsa-miR-6882-5p,367,7.084800675,23524,6.372373246,0.064524514,0.098670003,1
hsa-miR-6883-3p,244,6.897268321,23647,6.378013981,0.077050983,0.113649962,1
hsa-miR-6883-5p,4759,6.00401841,19132,6.477666029,0.030931962,0.001361015,1
hsa-miR-6884-3p,867,5.722427696,23024,6.408203842,0.055161386,0.012381405,1
hsa-miR-6884-5p,3564,6.246865943,20327,6.407241593,0.017411616,0.316818512,1
hsa-miR-6885-3p,213,5.782400375,23678,6.388722814,0.051176247,0.638023725,1
hsa-miR-6885-5p,1635,5.917132442,22256,6.417564636,0.036764412,0.032575718,1
hsa-miR-6886-3p,1071,5.63694195,22820,6.418346418,0.056668271,0.002802945,1
hsa-miR-6886-5p,801,5.897464376,23090,6.400171551,0.037119365,0.236496454,1
hsa-miR-6887-5p,1914,6.111408524,21977,6.40699796,0.030587264,0.074170644,1
hsa-miR-6888-3p,310,5.715316154,23581,6.392098811,0.045317649,0.556054312,1
hsa-miR-6888-5p,428,6.418708755,23463,6.382671557,0.036430992,0.632373248,1
hsa-miR-6889-3p,1192,6.117912286,22699,6.397254445,0.027596861,0.354325493,1
hsa-miR-6889-5p,1472,5.65108287,22419,6.431394625,0.050193953,0.001897789,1
hsa-miR-6890-3p,1340,5.925577698,22551,6.410516428,0.044930363,0.012111243,1
hsa-miR-6890-5p,973,5.96073338,22918,6.401258247,0.039062005,0.115856445,1
hsa-miR-6891-3p,610,6.07605612,23281,6.39136789,0.023917484,0.885803333,1
hsa-miR-6891-5p,2422,5.853224164,21469,6.44311897,0.038406499,0.003254615,1
hsa-miR-6892-5p,465,6.639357857,23426,6.378234811,0.029365772,0.826576346,1
hsa-miR-6893-3p,1915,5.981498352,21976,6.41833185,0.035982097,0.020897483,1
hsa-miR-6893-5p,4490,6.05752466,19401,6.458715755,0.026762747,0.010781292,1
hsa-miR-6894-3p,1274,6.071120025,22617,6.400903001,0.034654473,0.110380449,1
hsa-miR-6894-5p,1933,6.286355757,21958,6.391852828,0.021373447,0.391512038,1
hsa-miR-6895-3p,795,6.062336476,23096,6.394365803,0.034813183,0.309303306,1
hsa-miR-6895-5p,2060,6.196630642,21831,6.400933121,0.025416182,0.175608982,1
hsa-miR-708-3p,87,7.834445395,23804,6.378013499,0.128359573,0.11492699,1
hsa-miR-708-5p,917,6.062241225,22974,6.396132797,0.035421057,0.21852084,1
hsa-miR-7106-3p,1696,5.705708992,22195,6.435095636,0.047112722,0.001833929,1
hsa-miR-7107-3p,731,6.123232178,23160,6.391526224,0.042607602,0.152557395,1
hsa-miR-7107-5p,847,5.929923174,23044,6.399981998,0.044219036,0.081936681,1
hsa-miR-7108-3p,1222,5.944058904,22669,6.406995902,0.035657324,0.104824582,1
hsa-miR-7108-5p,2014,5.893126117,21877,6.428444215,0.041945673,0.003038345,1
hsa-miR-7109-3p,741,5.929659566,23150,6.397838114,0.034289953,0.367269788,1
hsa-miR-711,1596,5.99445722,22295,6.411153907,0.036451805,0.03820288,1
hsa-miR-7110-3p,1607,5.900433046,22284,6.418140108,0.046839649,0.002783865,1
hsa-miR-7111-3p,1399,5.936265131,22492,6.41112374,0.038777603,0.038088367,1
hsa-miR-7111-5p,3111,5.983788526,20780,6.443131086,0.034121527,0.003669543,1
hsa-miR-7112-3p,481,6.139135582,23410,6.388334296,0.042340329,0.366776956,1
hsa-miR-7112-5p,1145,5.861353631,22746,6.409592024,0.041799681,0.044324192,1
hsa-miR-7113-3p,2511,5.913079364,21380,6.438544799,0.035257868,0.007494089,1
hsa-miR-7113-5p,2975,5.994217101,20916,6.438661035,0.0243153,0.091929249,1
hsa-miR-7114-3p,644,6.140585254,23247,6.390041432,0.037934301,0.327987066,1
hsa-miR-7114-5p,1889,6.142360486,22002,6.404004687,0.023029453,0.314738913,1
hsa-miR-7-1-3p,73,5.943496969,23818,6.384665161,0.056308858,0.975134414,1
hsa-miR-7150,2208,6.111473649,21683,6.410999228,0.026878734,0.110518088,1
hsa-miR-7151-3p,968,6.247713756,22923,6.389043457,0.025370419,0.588317922,1
hsa-miR-7151-5p,440,5.639085733,23451,6.397280814,0.054012525,0.160837135,1
hsa-miR-7152-3p,1560,6.136404082,22331,6.400566016,0.030660523,0.128913146,1
hsa-miR-7152-5p,469,6.01580113,23422,6.39067626,0.041538316,0.405704846,1
hsa-miR-7153-3p,305,5.844680827,23586,6.390282474,0.048676556,0.473474449,1
hsa-miR-7153-5p,438,6.138132831,23453,6.387896129,0.0678012,0.038388139,1
hsa-miR-7154-3p,1133,5.983924381,22758,6.403200798,0.032769405,0.196770069,1
hsa-miR-7154-5p,309,6.263446879,23582,6.384887838,0.046957542,0.511840235,1
hsa-miR-7155-3p,791,6.046987237,23100,6.394833904,0.070270084,0.001048966,1
hsa-miR-7155-5p,2293,5.900137177,21598,6.434615035,0.040144665,0.002507985,1
hsa-miR-7156-3p,2172,6.027235876,21719,6.418926919,0.033713384,0.022475225,1
hsa-miR-7156-5p,507,6.470361987,23384,6.38142989,0.050518873,0.158766269,1
hsa-miR-7157-3p,805,5.925055695,23086,6.399296554,0.037026769,0.236590454,1
hsa-miR-7157-5p,510,6.417349394,23381,6.382574821,0.037986684,0.467366372,1
hsa-miR-7158-3p,233,6.266603149,23658,6.384466631,0.028346353,0.992500571,1
hsa-miR-7158-5p,482,6.282166527,23409,6.385399881,0.024576142,0.937891372,1
hsa-miR-7159-3p,13,10.0855618,23878,6.381301524,0.260777542,0.339939608,1
hsa-miR-7159-5p,308,6.311209888,23583,6.384258891,0.054403596,0.329213046,1
hsa-miR-7160-3p,2361,5.907524441,21530,6.435493027,0.035796608,0.008568597,1
hsa-miR-7160-5p,3306,6.132457194,20585,6.423605858,0.019871335,0.21063758,1
hsa-miR-7161-3p,918,6.205280768,22973,6.390431478,0.022143025,0.779699421,1
hsa-miR-7161-5p,424,6.439606487,23467,6.382300121,0.032116758,0.783554785,1
hsa-miR-7162-3p,944,6.485732741,22947,6.379103951,0.021810807,0.781475928,1
hsa-miR-7162-5p,414,6.068747696,23477,6.388864358,0.039670752,0.543888494,1
hsa-miR-718,271,6.268349798,23620,6.38463621,0.046130304,0.618619356,1
hsa-miR-7-2-3p,76,6.180409581,23815,6.383964684,0.067587876,0.879410978,1
hsa-miR-744-3p,192,5.757197301,23699,6.38838973,0.053092078,0.656327082,1
hsa-miR-744-5p,1164,5.657316361,22727,6.420500455,0.055460171,0.002201721,1
hsa-miR-7515,604,6.113165621,23287,6.390324131,0.024480375,0.872144482,1
hsa-miR-758-3p,147,6.959084933,23744,6.379752552,0.112475533,0.049622918,1
hsa-miR-758-5p,116,5.794604186,23775,6.386189527,0.099949237,0.199043066,1
hsa-miR-759,160,5.553620141,23731,6.388911165,0.083057235,0.222911259,1
hsa-miR-7-5p,365,6.183428627,23526,6.386418373,0.037796364,0.683518191,1
hsa-miR-761,2292,6.046660813,21599,6.419041784,0.03109926,0.036333706,1
hsa-miR-764,1552,6.19994389,22339,6.396056993,0.027002842,0.240540146,1
hsa-miR-766-3p,3038,6.235125425,20853,6.404906682,0.019135595,0.286031949,1
hsa-miR-766-5p,1863,6.028081581,22028,6.413360909,0.03371625,0.040266702,1
hsa-miR-767-3p,971,5.832263963,22920,6.406662381,0.046233889,0.037279578,1
hsa-miR-767-5p,753,5.934076832,23138,6.397937169,0.040373671,0.185423953,1
hsa-miR-769-3p,1172,5.627125371,22719,6.422326649,0.058325435,0.001018287,1
hsa-miR-769-5p,956,6.199179833,22935,6.390992551,0.022777943,0.727742065,1
hsa-miR-7702,105,4.801168884,23786,6.390301326,0.168561339,0.005261477,1
hsa-miR-7703,2120,6.453824103,21771,6.37645138,0.038685745,0.006162318,1
hsa-miR-7704,392,5.224045347,23499,6.402655615,0.074969756,0.026226137,1
hsa-miR-7705,91,7.521378303,23800,6.378965742,0.0889819,0.469560348,1
hsa-miR-770-5p,699,6.190000767,23192,6.389143651,0.03608818,0.339852879,1
hsa-miR-7706,227,5.837015546,23664,6.388557621,0.052793068,0.557835292,1
hsa-miR-7843-3p,427,6.59716886,23464,6.379425459,0.033581964,0.731589279,1
hsa-miR-7843-5p,3063,5.988126876,20828,6.441434485,0.031462519,0.010117769,1
hsa-miR-7844-5p,147,5.523756877,23744,6.388638722,0.107912977,0.066569032,1
hsa-miR-7845-5p,2341,6.141861272,21550,6.409546768,0.026831197,0.095625254,1
hsa-miR-7846-3p,367,5.235031391,23524,6.40123166,0.075000336,0.034313351,1
hsa-miR-7847-3p,2184,5.916657699,21707,6.430269022,0.042189215,0.001710691,1
hsa-miR-7848-3p,551,6.48245065,23340,6.380976854,0.04219453,0.293262725,1
hsa-miR-7849-3p,84,5.809777102,23807,6.385340816,0.101503759,0.354400367,1
hsa-miR-7850-5p,214,6.597785499,23677,6.381378721,0.055529658,0.530082844,1
hsa-miR-7851-3p,2725,6.130228387,21166,6.415900866,0.017624978,0.441355457,1
hsa-miR-7852-3p,26,8.493963365,23865,6.381017684,0.212619059,0.190915573,1
hsa-miR-7853-5p,140,5.407409455,23751,6.389069629,0.098391647,0.135073876,1
hsa-miR-7854-3p,860,5.721980729,23031,6.408012099,0.053421374,0.017619139,1
hsa-miR-7855-5p,827,5.793398445,23064,6.404469718,0.059073464,0.007604799,1
hsa-miR-7856-5p,131,5.810942069,23760,6.386472924,0.086492791,0.283961229,1
hsa-miR-7973,126,5.121011755,23765,6.390009788,0.089594876,0.26675045,1
hsa-miR-7974,2120,5.981077372,21771,6.422486154,0.036689971,0.011019751,1
hsa-miR-7975,60,7.134474369,23831,6.381425942,0.084664932,0.784247156,1
hsa-miR-7976,758,6.094751366,23133,6.3927726,0.049485726,0.054939403,1
hsa-miR-7977,1132,5.838556521,22759,6.410412764,0.047761519,0.0146005,1
hsa-miR-7978,433,6.078197091,23458,6.388949217,0.049724071,0.243889093,1
hsa-miR-802,84,5.966922916,23807,6.384786347,0.09518559,0.43420331,1
hsa-miR-8052,1400,5.746380411,22491,6.422964631,0.052436308,0.001423703,1
hsa-miR-8053,68,5.727498951,23823,6.385189109,0.087151937,0.681688317,1
hsa-miR-8054,208,6.796406892,23683,6.379689121,0.082487357,0.120879291,1
hsa-miR-8055,196,5.964580766,23695,6.38678085,0.050494378,0.704540434,1
hsa-miR-8056,90,5.672437324,23801,6.38600524,0.062008132,0.880824227,1
hsa-miR-8057,932,5.707770635,22959,6.410740357,0.042294045,0.081175276,1
hsa-miR-8058,264,5.692572486,23627,6.391035296,0.061571988,0.275558497,1
hsa-miR-8059,709,6.526011828,23182,6.378952968,0.038605593,0.256752565,1
hsa-miR-8060,1025,6.003322956,22866,6.400350916,0.03396198,0.207829427,1
hsa-miR-8061,7,2.845943366,23884,6.384353897,0,1,1
hsa-miR-8062,82,6.481612894,23809,6.382978614,0.076578953,0.724077334,1
hsa-miR-8063,445,6.106789495,23446,6.388565587,0.040891094,0.458468125,1
hsa-miR-8064,494,6.551322091,23397,6.379769926,0.050395229,0.171220825,1
hsa-miR-8065,200,5.74906573,23691,6.388671518,0.073221688,0.238076578,1
hsa-miR-8066,70,7.77281884,23821,6.379233985,0.181927711,0.019703596,1
hsa-miR-8067,48,5.590651278,23843,6.384912923,0.094916922,0.781181243,1
hsa-miR-8068,30,8.118141,23861,6.38113599,0.108928097,0.869210149,1
hsa-miR-8069,669,6.118382394,23222,6.390949628,0.033887959,0.444075952,1
hsa-miR-8070,148,6.277866967,23743,6.383974467,0.046162112,0.912590305,1
hsa-miR-8071,757,5.954464085,23134,6.397350254,0.044183911,0.114286612,1
hsa-miR-8072,487,5.848460949,23404,6.394446659,0.06377909,0.041249788,1
hsa-miR-8073,2700,5.879873929,21191,6.447462152,0.041354611,0.000554045,1
hsa-miR-8074,49,4.563464163,23842,6.387057308,0.148345657,0.232089684,1
hsa-miR-8075,1295,5.794454001,22596,6.417065505,0.046182056,0.010766257,1
hsa-miR-8076,36,6.497432367,23855,6.383144939,0.085916067,0.953451427,1
hsa-miR-8077,1347,6.096749812,22544,6.4004395,0.032416555,0.138274256,1
hsa-miR-8078,515,5.763973305,23376,6.396962005,0.061101503,0.046450474,1
hsa-miR-8079,538,6.360394383,23353,6.383845241,0.089929619,0.000404496,1
hsa-miR-8080,1015,5.891443655,22876,6.405141405,0.045161018,0.037961432,1
hsa-miR-8081,205,4.966679586,23686,6.395578011,0.125477641,0.00332341,1
hsa-miR-8082,1012,5.529021588,22879,6.421104954,0.06139193,0.001343987,1
hsa-miR-8083,398,5.992024281,23493,6.389946129,0.032352735,0.807267784,1
hsa-miR-8084,8,8.149451772,23883,6.382725557,0,1,1
hsa-miR-8086,194,7.147279732,23697,6.377062827,0.072808381,0.25945745,1
hsa-miR-8087,419,6.342956568,23472,6.384037631,0.033759617,0.736112249,1
hsa-miR-8088,75,6.78522875,23816,6.382051475,0.155784347,0.053090459,1
hsa-miR-8089,3757,5.985528375,20134,6.457544451,0.031119223,0.004343099,1
hsa-miR-8485,1661,5.971095479,22230,6.414117881,0.029222433,0.142728218,1
hsa-miR-873-3p,1334,6.017080324,22557,6.404976058,0.027947457,0.27887615,1
hsa-miR-873-5p,871,5.782722285,23020,6.406041658,0.052473514,0.019672586,1
hsa-miR-874-5p,2532,6.072100909,21359,6.420210243,0.026459132,0.084042534,1
hsa-miR-875-3p,624,6.302668344,23267,6.385480081,0.054471544,0.054303985,1
hsa-miR-875-5p,162,6.112945997,23729,6.385163,0.100215447,0.078959056,1
hsa-miR-876-3p,78,5.564619371,23813,6.385998815,0.066108041,0.886087028,1
hsa-miR-876-5p,109,6.372751469,23782,6.383365578,0.055140384,0.896296011,1
hsa-miR-877-3p,1236,5.669942617,22655,6.422237078,0.053883174,0.002214482,1
hsa-miR-877-5p,750,5.80239655,23141,6.402144794,0.053952955,0.029124778,1
hsa-miR-885-3p,884,5.869120561,23007,6.403074173,0.046807513,0.047972553,1
hsa-miR-885-5p,113,7.25561607,23778,6.379171733,0.103093363,0.183004847,1
hsa-miR-887-3p,150,5.860577842,23741,6.386619915,0.096838381,0.122123931,1
hsa-miR-887-5p,597,6.168582252,23294,6.388820575,0.029172292,0.704864251,1
hsa-miR-888-3p,461,6.191222836,23430,6.387096729,0.037643213,0.543494691,1
hsa-miR-888-5p,60,5.699983824,23831,6.3850376,0.109366651,0.471285122,1
hsa-miR-889-3p,6,2.874915701,23885,6.384198476,0,1,1
hsa-miR-889-5p,483,5.993104458,23408,6.39136879,0.037090627,0.533009043,1
hsa-miR-890,234,6.201914229,23657,6.385111474,0.042970422,0.785644521,1
hsa-miR-891a-3p,1060,6.08550983,22831,6.397143781,0.020477165,0.789327909,1
hsa-miR-891a-5p,64,6.323908461,23827,6.383476726,0.116097285,0.355860446,1
